text,labels
"he was national president of the tax institute in 2014 and is the co-author of two books: death and taxes and drafting trusts and will trusts in australia, both published by thomson reuters. recent examples of advice he has provided are amending trust deeds, the tax consequences of financing infrastructure projects and the application of part iva. he has acted for clients in relation to applications to remove a trustee, applications for freezing orders and in professional liability and contractual disputes concerning gst and income tax liabilities. the cases in which he has appeared include the following:",1
"he spent his early years in management accounts roles rather than in practice, which allows him to bring a hands-on, practical perspective to his clients' requirements.",1
"he really hates a certain term. click to download this cannarant presented by canna rant is the op-ed section of northwest cannacast, and the opinions expressed don’t necessarily reflect the views of …",1
"he has served individuals, businesses, and organizations in vallejo and the surrounding communities of solano county for more than a decade. customers have credited papish for offering competitive prices and for being able to implement minimization strategies that result in additional tax savings. he received the best of 2016 award in the times-herald’s readers’ choice competition, and he holds active memberships with the american institute of certified public accountants and california society of cpas. additional services include fund accounting, bookkeeping, and internal controls for nonprofits.",1
"he is currently chief financial officer of ellipses pharma, a london-based biotech firm focused exclusively on the development of innovative cancer treatments.",1
"in her non-​work time, she likes to walk for fitness, spend time with her family (including her 91-​year old mother) and support her kids and their sports teams. she and her husband, rick adopted two children from guatemala, and they are both busy teenagers. during the ten years that she has attended latin american heritage camp, she has acted as , marie has volunteered as auction coordinator, director and high school programming coordinator. she loves seeing how happy her kids are with the friends that they have made at camp. attending camp has helped both of her kids as they gain maturity and find their identities. working on the hcaf board will allow marie to give back to this organization in another capacity and she is excited to take on the challenge.",0
"she has over 40 years of experience in accounting and finance. ms. baker is primarily responsible for maintaining the accuracy of both owner and tenant accounts. she strives to build trust and long-term relationships with clients by ensuring that quality and service exceed customer expectations. prior to joining the company, ms. baker worked as an accountant and accounting manager for many years in hoa property management.",0
"she was seriously ill, her sinusitis developed into asthma, before starting cultivation. her husband suggested her to do some exercises in the park, so she learned falun gong in pandan perdana park.",0
"based in edinburgh, he is better known as the pseudonymous blogger, bishop hill – self-described as “the dissentient afflicted with the malady of thought”.",1
he has also earned the designation of certified florida sales and use tax auditor for the florida department of revenue. hershkowitz is the president and managing partner of the public accounting firm of hershkowitz & kunitzer.,1
"mr. farrahar was the first chief financial officer of the company from its inception in 2013 through its initial public offering. he remained with the company as its secretary, only, from january 2015 until august 16, 2017, when he agreed to resume the cfo role. mr. farrahar currently serves as chief financial officer for several small private biotech companies in the research and development stage. in 2013, he joined a private governmental assistance startup as its cfo and director of human resources, helping with the sale of that company to a private entity in 2011 after it had grown to a multi-state operation with over 400 employees. in the late 1990’s, he was cfo of credit depot corp. (a nasdaq listed entity).",1
"she was an assurance partner at pwc until 2011, specialising in government and the broader public sector, including wide experience of internal audit. she was also chair of the internal audit standards advisory board (iasab), as well as being the independent financial expert for the department of education. she is the chair of the nao’s audit committee since december 2016.",0
"he has held several senior management positions including chief executive officer at al-meezan investment bank limited, general manager at pakistan kuwait investment company, manager finance and operation at abu dhabi investment company and senior business analyst at exxon chemical (pakistan) ltd.",1
"duckworth specializes in audits for the construction, financial, health care and manufacturing sectors as well as for employee benefit plans and governments. she is a member of the colorado society of certified public accountants and american institute of certified public accountants. for more information about dalby,wendland & co., call 243-1921 or visit the website at www.dalbycpa.com. recent post: benefits of audits can exceed the costs",0
"he is an expert in valuation and corporate finance services. keith joined kpmg in 2001 and worked for three years in the industrial markets audit practice prior to joining the valuations and corporate finance group in 2004, and earned a queen’s mba in 2008. he provides advisory services to a number of public and private sector clients including sec, ifrs and canadian listed public companies operating in a wide range of industries including mining, forestry, oil & gas services, technology, real-estate, consumer (restaurants, apparel, distribution), private equity and financial institutions. he is a member of the association for corporate growth (acg) and is a chartered business valuator, and currently sits on the board of the canadian institute of chartered business valuators.",1
"she has worked mainly in media but started her career in public sector audit, specialising in charities and education. anna attended gumley house convent and the cardinal vaughan memorial schools before studing history at durham university. she is very excited about being given the opportunity to work in a school that means so much to her personally. anna's expertise and experience will be vital in developing the college as it expands over the coming years.",0
"phillip is also a solicitor and barrister with diverse experience in many areas of law including taxation, commercial and family law. phillip provides a unique view of organisations from a legal and accounting framework. highly regarded by clients for his attention to detail, proactive approach and broad-based knowledge, phillip is a talented and proficient business adviser and consultant.",1
she earned her bs degree in accounting from national taiwan university and her ms and ma degrees from the university of texas at dallas. she has worked for texas instruments (ti) since 1981 where she promotes american products internationally as a marketing manager. representative chen button has served in the texas house of representatives since 2009.,0
"robbie holds an mba from thompson rivers university and is a cpa, ca. he has lived in kamloops for the past eighteen years and joined the board in 2015.",1
"he graduated from marshall university with a bachelor’s degree in business administration in 1970. holley completed postgraduate studies at marshall, west virginia university and the university of charleston. in addition to serving as chair emeritus of the west virginia employer support of the guard and reserve, he is a current member of the irs taxpayer advocacy panel and a member of the lewis college of business advisory board.",1
"he has a bachelor of arts degree from the university of victoria and became a member of the institute of chartered accountants of british columbia in 2012. in his spare time todd enjoys travelling, skiing, and golfing. brian stephenson",1
"as a member of the firm’s business advisory team, she is responsible for a varied client list which comprises limited companies, partnerships, sole traders and charities across a range of sectors.",0
"he is a fellow of the institute of chartered accountants of nigeria (fca), (ican and associate institute of chartered accountants of nigeria-aca (ican).",1
his 18 years of practical experience includes 10 years within the chartered accounting profession with a further 8 years within the financial services industry.,1
"he has worked in london, singapore, new york and sydney, advising small businesses and large corporate clients. he has extensive experience in the pension sector as auditor and advisor to defined benefit, defined contribution and hybrid schemes (uk and internationally). find carl on twitter @carldumbrell .",1
"she joined the hsop staff on february 23, 2017. as accountant, she prepares and reviews expense vouchers, invoices, purchase requisitions or other transactions in compliance with approved budgets and university/ department procedures. she determines proper handling of financial transactions in according with gaap and approves within designated limits, policies or contract, and prepares budget reports, department allocation reports, inventory reports or other specialize reports or other specialized reports or analysis on a regular or ad hoc basis.",0
"jewell a. williams has been issued a mississippi license. all cpas, including jewell a. williams, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. cpas can work in private industry, education or government but most people think of cpas during tax season as the experts in tax preparation. their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions.",0
"mr matic is a director of a chartered accounting firm and a corporate advisory company based in west perth and has specialist exposure in areas of audit, corporate services, due diligence, mergers and acquisitions and valuations. mr matic is currently a director of several asx listed companies including valmec limited, east energy resources ltd, celsius coal limited, and argosy minerals limited.",1
catherine is a partner in a leading firm of chartered accountants headquartered in london specialising in the provision of audit and advisory services to charities and educational institutions. she has always had an interest in education and spent a year teaching english as a foreign language after university. more recently she has been involved in the tower hamlets reading partner scheme. catherine was appointed chair of the audit committee in 2016.,0
he is deputy of economy planning and developing in eiko. he has been executive board member of tadbir economic development group and ceo of barkat foundation.,1
mr. andringa offers electronic filing as well as accounting and bookkeeping. mr. andringa caters to small business and individuals in the chicagoland area.,1
"she has experience with a multitude of ownership structures, including pension funds, reits, joint ventures, llcs, partnerships and corporations and is familiar with the accounting systems and reports generated by nearly every major brand. celeste offers expertise in the areas of balance sheet review, audit oversight, contract and loan compliance, working capital and creative cost savings/risk mitigation strategies. she actively has participated in hotel refinancing efforts for multiple portfolios and is experienced in property transactions, including accounting related due diligence, financial statement reconciliation and review of pro-rations.",0
"he received his bachelor’s degree in economics from the university of california-san diego. he also completed ucsd’s extension accounting program as part of the prep work for attaining a cpa. hungerford followed these accomplishments with the passage of the cpa and the california real estate broker exams. his experience includes work in revenue forecasting at premier, inc., and public accounting from millimaki eggert, llp. primary services include but are not limited to tax management, accounting/compilation, estate and trust planning, and quickbooks setup and training.",1
"michael and his staff of certified public accountants, certified management accountants, certified internal auditors, and enrolled agents provide accounting, taxation, advisory, audit and attestation services for both individual and business clients. visit http://www.michaelonggonzales.com/ to learn more.",1
"she and other staff raid the office supply cabinet for office supplies to take home to use. in addition to the standard paper, pens, paper clips, and ...",0
"kundan left his position of accounting and finance manager at the national insurance corporation of nepal in order to experience consciousness-basedsm education. kundan received his b.a. in business administration from tribhuvan university, nepal in 1997. he worked in accounting and auditing positions at several accounting firms in india while preparing for his chartered accountant exam, the equivalent of a cpa in the u.s. after receiving his certification, he returned to nepal to head the internal auditing and accounting department of the largest insurance corporation in the country. at the same time, he became a chartered accountant in nepal as well.",1
"in 1988 mrs. howard migrated to new york from jamaica, west indies where she worked at mitchell titus and co., cpas and later buchbinder tunick & co., cpas. it was there that her journey into nonprofit accounting began. in 1994 she was the controller/ director of finance and administration at a long island, new york nonprofit agency. she became directly involved in the management of the agency that served homeless, underprivileged individuals and worked with individuals with the hiv/aids virus. after seven years of service in the long island community, mrs. howard relocated with her family to wellington, florida. she worked at the lighthouse for the blind as the chief financial officer until march 2006 when she joined the staff at comprehensive aids program as chief financial officer.",0
"mr. gagnon has also served in the national guard for nearly 18 years as a field artillery officer and more recently as a military police officer. he has been deployed many times since september 11, 2001 in support of homeland security missions.",1
"she received her degree in law from the university of marino galvez also located in guatemala. in addition, she received a llm degree from the university of panama in guatemala.",0
"mr. klein obtained his bachelor of commerce degree and a graduate diploma in public accounting from mcgill university. since 1993, in various capacities, mr. klein has served at farber financial group, klein farber corporate finance inc., klein valuation services inc., and is currently the managing director and partner at these firms. mr. klein's accomplishments at these firms include the execution and closing of numerous acquisition, divestiture, financing, business valuation and strategy assignments for private and public companies as well as several utilities.",1
"additionally, he is adjunct faculty at both petrocelli and silberman colleges at fairleigh dickinson university, and serves as the vp of communications for the bergen-rockland-meadowlands chapter of the institute of management accountants. he maintains a daily blog @ ssteinsmith.com.",1
"she has been an accountant for over 15 years. her clients include small businesses, individuals and not-for-profit organizations. she provides a variety of services, including, but not limited to, business consulting, bookkeeping, tax preparation and...",0
"as one of the firm's owners, she manages the tax department and is vice president of marketing. she has extensive business and tax experience in numerous fields including non-profits, manufacturing, retail, construction, service organization and academic teaching. in her role with the firm, she works with individuals, businesses and non-profits to help them understand the tax law and take full advantage of tax deductions and credits. as a former college professor, ann enjoys speaking to groups to educate others on tax law and strategies. she is a graduate of averett university located in danville, va and attended the radford university college of business and economics in radford, va. she currently lives in matthews, nc with her husband, children and a 95 pound golden retriever.",0
she is a member of the video tax news editorial board and is a co-writer and presenter of the video tax news national personal tax and corporate tax update courses.,0
"mark additionally continues the dynamics gp focused web site dynamicaccounting.net. he speaks and writes continually about erp related subject matters. mark has been a controller and cfo for a division of a publicly traded enterprise and he has labored as a specialist enforcing erp solutions. mark holds extra certifications including certified suggestions know-how knowledgeable (citp), certified in financial forensics (cff) , chartered world administration accountant (cgma). dynamics credentialed expert for dynamics gp 2015 (core install and core financials), xero licensed. he holds a bachelor's degree in accounting from the institution of significant florida and an mba from rollins school. mark lives together with his family unit in florida.",1
"she has over 10 years experience in finance. jennifer is responsible for general ledger entries & maintenance, reporting & analysis for multiple business lines, and preparing financial statements. she will also assist with payroll and account payables & receivables for mission.",0
"having secured 490 points in the leaving certificate, she went on to do a ba in accounting and finance in dcu. she got an honour degree, which secured her a place on the mbs in accountancy in dcu, and together with her degree entitled her to exemptions from part 1 and 2 and 3 of the professional chartered accountancy exams. she completed her 3 year training contract with deloitte and now specialises in the area of tax. go to interview",0
"growing up in a military family, lisha has lived all over the united states and now resides in plano, tx, where she and her husband share their home with three dogs. she enjoys being the mother of …",0
"he co-founded internet accountants ltd, which uses sage one products to provide online accountancy and tax services to small businesses. he offers a wide range of business advice and technology news on his blog cannon moorcroft.",1
"after learning to cook from her parents and grandma, jacqueline continued the tradition because it was a great way to spend time with her family. she is inspired by the ones she loves and refuses to be bored with the food she is eating. creating new dishes every day, jacqueline’s go-to cooking music is anything by andy mckee and her favourite cooking utensil is a spatula. while in the masterchef canada kitchen, jacqueline hopes to become a better cook and is looking forward to making lifelong friendships with people that love food as much as she does.",0
"he currently serves as the chief financial officer of sanford limited (an nzx listed company), nz’s largest integrated seafood company where he is responsible for all financial aspects of the company including financial management and reporting, legal, risk, treasury and information technology. a commercially focused cfo with extensive experience in business transformation, clement has a diverse background having worked in fmcg, timber, forestry and service industries for companies like griffin’s foods limited as cfo and various senior financial management roles in carter holt harvey and fletcher challenge forests.",1
"mark received his b.a. in accounting from augustana college. mark is a member of the aicpa, the illinois cpa society, the augustana accounting advisory board and serves on the board of several other profit and nonprofit organizations.",1
"he has been respondent macey's accountant since 1996. (tr. 405-406). he knows respondent aleman more casually, through his relationship with respondent macey and his business. respondent macey has a reputation for being very honest and of the highest integrity. respondent aleman's reputation is the same. (tr. 407-408).",1
"he likes numbers, and will remember 300 for quite a while. that’s score of the perfect game he bowled thursday night at the texa-tonka lanes in st. louis park.",1
"mr gilbert handles tax compliance and superannuation funds for a large number of clients, and also manages the business development and communication activities at fortuna advisory group. prior to joining fortuna, mr gilbert worked with the steel authority of india (government of india) as pr manager and handled branding & advertisements, publications, audio-visual communication and media relations. he holds a masters in accounting, post graduate diploma in radio & tv journalism, and had a stint as a broadcast assistant with bbc world services.",1
"in 2009, after working with businesses of all sizes, she decided to launch her own accounting practice , focusing primarily on the accounting, tax and financial needs of small business owners, startups and self employed individuals, which is where she felt she could provide the most value.",0
her major acheivements include: becoming finance director of a £70m business in leeds at the age of 33 managing a £14m cost reduction programme implementing customer value management programme which revolutionised the way the company sold their products and spent their money […],0
"his experience ranges from advising on and facilitating restructuring and turnaround strategies, to the re-engineering of entire businesses. mr sherman is the national managing partner of ferrier hodgson based in sydney. he practices in the area of financial and operational restructuring, and provides professional advice to financiers and lending syndicates as well as company boards and executives. he has a bachelor of commerce from the university of nsw, is a fellow of the institute of chartered accountants, a member of the australian institute of company directors and the australian restructuring and turnaround association.",1
"additionally, scott is a certified valuation analyst (cva), a credential for cpa’s with extensive training and experience in valuation of privately held businesses. he serves as an expert witness in business valuation for divorce and he is experienced in valuation standards for texas family law. scott and his wife have lived in the austin area since 1990 and they have five children. core values",1
"he is really fixing up a chalet, where he intends to move in with lise, who he has loved since childhood. however, lise is just married to another and has a child, but this does not stop the warped and depressed david from pursuing his dream, which is motivated by a deep-seeted feeling of sexual inadequacy.",1
"he currently works at university hospitals birmingham nhs foundation trust where he is the finance lead for the acquisition of heart of england nhs trust. prior to that, he was director of strategy and planning. steve has significant experience of working as a member of a board holding corporate responsibilities, being held to account, and challenging others. among his other roles, he was also regional head of specialised commissioning for nhs england.",1
"unbeknownst to him, the office space he has rented used to belong to a private investigator, and sure enough some clients start to turn up who are not looking for help with their taxes, but with various criminal cases. and barker more often than not finds some of his accountancy skills quite useful in uncovering the truth…",1
"ng joined cbigg in january 2012 as a cfo with more than 15 years of experience in accounting, finance internal audit and external audit. prior to joining cbigg, frankie was a senior audit manager of an international accounting firm and has extensive experience in providing audit services to listed and private entities in hong kong, the people’s republic of china and united kingdom. ng has dealt with a wide range of companies including manufacturing, agricultural products, international trading, construction, gaming and leisure, as well as other services companies of various sizes. he has also been involved in transaction service assignments, including very substantial acquisitions and disposals by the listed companies, as well as initial public offerings in hong kong. ng holds a bachelors of business administration in accounting and finance from the university of hong kong.",1
"he has experience, gained through a variety of roles, of being part of multi-disciplinary teams and of building good internal and external relationships. alan is also the chair of good morning glasgow (a charity that delivers telephone befriending to older people) and was previously a trustee of the prince and princess of wales hospice.",1
"he obtained a bachelor of commerce degree from the sauder school of business and a master of professional accounting degree from the edwards school of business. he earned his ca while working at a big four accounting firm in vancouver and has worked in the financial services industry in london, england. edwin has a passion for investing and personal finance and has also worked as a consultant for an investment management company.",1
"she has more than a decade of experience in the tax and accounting industries, having earned her bachelor’s degree in accounting in 2005. before launching her firm, she worked as an accounting manager and auditor for other corporations, and she also held partial ownership in an asian specialty foods market. she is an active member of the california society of certified public accountants, american institue of cpas, and california society of tax consultants. her clients utilize her services for personal financial planning, small business accounting, part-time cfo, cash flow management, and strategic business planning.",0
anne is a cpa and has 11+ years of accounting experience including 3.5 years as the assistant controller of a small oil and gas company and 7 years in public accounting as an auditor. anne received her b.s. in accounting from the university of pittsburgh. outside of work anne spends most of her time with her husband and 2 young children.,0
"when she came to canada in 2005, she took her accounting career to the next level working within a large publicly listed company in vancouver. after spending five years in british columbia, tina and her family moved to ontario where she was soon hired by healthcare accounting.",0
"during the first month of operations of her business, julia dumars, inc., the following e 1 stockholders invested $20,000 cash in exchange for common stock. 2 hired a secretary-receptionist at a salary of $2,000 per mon",0
he is also a holder of a practicing certificate issued by the institute of certified public accountants cyprus (icpac) authorized to practice as a certified public accountant and registered auditor as well as a corporate services provider. he also holds the advanced license from the cyprus securities and exchange commission (cysec) for investment firms.,1
"she executes various financial processes for hax to ensure that the program operations run smoothly. this includes accounts payable/receivable, invoicing, tax preparation, and ensuring that the program is compliant with necessary local financial regulations.",0
"his primary office is located in cumming, georgia. kenneth graduated from kennesaw state university with a bachelor in science and bachelor in arts. he has over 1000 hours of post-graduate continuing education experience. his practice primarily focuses on professionals, small business owners, executives, and investor type clients. with extensive experience in securities including broker/dealer cases, kenneth has also worked with registered investment advisors, general insurance agencies, real estate brokerage firms, international engineering/construction businesses and public accounting firms. he also enjoys working with family law attorneys, mental health professionals and counselors to provide real life solutions to families struggling through divorce and other family crises.",1
"shuying he has been issued a california license number 125883. all cpas, including shuying he, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. cpas can work in private industry, education or government but most people think of cpas during tax season as the experts in tax preparation. their overall training in business and knowledge in principles of general law and taxation provide cpas with the skills to help individuals with both personal and business financial decisions.",1
"richard is the executive director of fit resources. he is a business development services and organizational development expert who has over twenty two years of experience and is a council member at the kenya institute of management. richard has worked in various countries in the region including kenya, uganda, tanzania, sudan, somalia, rwanda, ethipoia and south africa. richard has been team leader of various strategy development activities for both development and private sector organisations in kenya. he has recently concluded a value chain assessment for honey care africa (t) limited in the beekeeping sub-sector. richard is also a material development expert and master trainer.",1
"he does personal income-tax returns and sells real estate in a building he owns on south parramore avenue. each day he contends with transients who urinate on his stoop, trash his apartments and defecate in his hallways. he has installed bullet-proof glass in his office that will stop a .45 slug.",1
"she is responsible for monthly journal entries, union fringes, bank reconciliations, administration payroll and account analysis. helen has worked at marr since 2000.",0
"prior to joining draper richards, she served in a variety of financial roles at air touch communications, and as the corporate controller of a high-growth, high-tech company. she was also an audit manager at price waterhouse. ms. lam is a phi beta kappa graduate of the university of california, berkeley with a bachelor of science degree in business administration.",0
he is a former chair of the american insitute of certified public accountants tax division practice responsibilities committee and writes and teaches in the areas of tax practice quality control and tax practice conduct standards and ethics.,1
"his history in the aviation world initially sparked his interest in drones, but after helping businesses obtain documentation to fly them legally, he saw an opportunity to launch a business. david invested heavily in his idea for an innovative drone training program to educate others on drones in business and it has since taken off. the primary course offered at drone launch academy helps others prepare for the faa commercial drone exam and they have many more courses in the works!",1
"she provides training in financial reporting, budgeting and risk management. she assisted in the preparation of annual reports that have won the chartered accountants published accounts award and serves on the boards of a number of irish charities. email evelyn.fitzpatrick@gmail.com",0
"marina is also a certified fraud examiner (cfe) and is certified in financial forensics (cff). she compiles and analyzes facts to formulate, substantiate, and/or critique various financial matters, identifies relevant documents in connection with litigation or business disputes, and prepares reports. marina is avid about supporting local non-profit organizations and is a member of several professional and business associations.",0
"as a professional accountant much of his experience has been in standard setting and technical roles having held senior roles in australia, belgium and the united kingdom. he currently works with the gather london leading the consultancy’s corporate reporting and research functions.",1
"after working for a large local firm in seattle for several years, bea opened her own small firm in 1982. bea’s clients include small businesses in various industries, primarily real estate, professional services and automotive. these small businesses range from one location shops to multi-state operations. bea has been an active volunteer for the accounting profession, serving as former president for the washington society of cpas, volunteer and board member for various nonprofits and local government, and being a champion for interstate mobility for cpas and small businesses alike. bea has also served as a member of the aicpa board of directors and the pcps executive committee. bea is a proud graduate of the university of washington (go dawgs!), who loves family, travel, great restaurants, theater, music, comedy and political intrigue.",0
"it was he who negotiated the minimum wage, the standard contract and insurance cover for all players.[citation needed] he utilized the over-rate fines to form the cricket association charity, for the benefit of former county players who had fallen on hard financial times, and the charity has helped over 80 such players to date. he was appointed senior vice president for life in appreciation of the 30 years of service he gave to the association.[citation needed] in an article about the pca originally published in the march 1979 issue of the cricketer, arlott wrote that goldblatt was ""invaluable as financial adviser"".[1]",1
"since 2002, he has been self-employed as a chartered accountant and management consultant. mr lonie is an experienced company director and holds a number of current board positions. mr lonie has been on the board of trustees of bgs since 2003 and he and his son are bgs old boys.",1
"kyle is a senior member of the tax department. kyle enjoys working in public accounting because of his joy of numbers, his innate ability to pay attention to detail, and because he is an advocate for honesty and integrity in his everyday life.",1
"his interests include psychology, relationships, economics, board games, filipino culture, soviet military technology, and mediawiki software development. how does the government seek to safeguard the vulnerable with this statute? by making it more difficult for american convicted sex offenders to leave the country.",1
"michael j. dobrowski has been with his firm since 1990 and has built up experience providing small businesses and individuals with different services, from basic tax management and accounting to financial statements, budgeting, and tax planning. michael has over 45 years of experience and received his bachelor of science in accounting from the university of wyoming. he has been a certified quickbooks proadvisor for three years and is a member of the american institute of certified public accounts and the nevada society of certified public accountant.",1
"she founded nasc-global, a business services company that provides administrative, human resource and accounting support to small and medium enterprises. she talked about the beginnings of her entrepreneurship journey via freelance work. it was facilitated by a global freelancing platform. she then expounded on the actual procedure of setting up a company in singapore.",0
"prior to joining prg, she worked at amli residential as a property accountant where she was responsible for producing operating statements for a portfolio of multifamily properties. she also served as a team accountant at schroedel, scullin & bestic, l.l.c., where she provided both tax and financial reporting services to her clients. notareschi earned a master of business administration and a bachelor of science in business administration in accounting from youngstown state university. she is a cpa and a member of the aicpa and the illinois cpa society.",0
"prior to joining fallbrook, he was the cfo, vp finance and secretary for active power, inc. in austin, tx. active power is a publicly traded (nasdq) manufacturer of battery-free backup power systems with a manufacturing and test facility in austin and regional operations centers in the u.k., germany, and china. mr. penver began his career in 1985 with deloitte & touche, llp first in melbourne, australia and subsequently in san jose, ca. he then worked for silicon gaming, inc. in palo alto, ca as vice president, finance followed by cfo positions at three austin companies before joining active power in 2005.",1
she began her own practice in 1999. over the last 16 years her business has grown to support over 200 small businesses and individuals with their annual tax preparation. she takes pride in offering […],0
"mr. uhlman's experience includes audit, tax and other engagements for investment partnerships, real estate developers, and various other businesses in the new york city area. mr. uhlman's other business experience includes serving as treasurer for a local website design firm and as part-time controller for an investment manager with $65 million under management. mr. uhlman received a b.b.a. from pace university and is currently enrolled in the nyu stern business school langone mba program.",1
"mr. hussain attended the advanced management programme at the harvard business school. he joined the board of the indian tube company (a tata steel associate company) in 1981, and thereafter, moved to tata steel in 1983. mr. hussain is the finance director of tata sons ltd. and director of several tata group companies. he is a member on the primary markets advisory committee of the securities and exchange board of india.",1
"he joined psa in 1990. mike enjoys creative photography, and taking pictures of his eleven grandkids.he eanred his ppsa in 1997, his epsa in 2006, and his mpsa in 2014.",1
"john has been with the company since 1976. he received his ba in accounting and business administration from wartburg college. john is the treasurer for the senior citizen’s center in marshalltown. john is a member of the rotary club of marshalltown serving as president for the 2009–2010 year. he is active in his church and is on the finance committee and was one of the co–chairs with his wife for the st. francis catholic school building addition campaign. john is a graduate of the iowa valley leadership class of 1992. john is involved with worldwide marriage encounter serving with his wife as financial couple for the iowa ⁄ la crosse area and section 7 which includes iowa, wisconsin, illinois and missouri. john and his wife reside in marshalltown and have three sons and a daughter, and recently added a daughter–in–law to his family.",1
"pricewaterhousecoopers kuala lumpur and subsequently with messrs. kpmg kuala lumpur, both in the assurance and business advisory practice, covering multiple assignments on various industries.",1
"he has worked all over the world, first in the uk and then in australia and new zealand via the usa, india, singapore, hong kong and other parts east. he is still traveling the world writing, lecturing and acting as a consultant to many businesses. he even helps the odd bank or two.",1
"as a partner at grant thornton, chartered accountants, for 22 years, she specialised in charities and not for profit entities, education, property and agriculture. kathy left grant thornton in 2013 to set up her own practice in which she continues to focus on these specialisms. she is a director of tudor hall school enterprises ltd.",0
"the managing partner of cozby & company, llc, heather has the resources and experience necessary to provide quality professional services on a timely basis and at a reasonable cost. she specializes in tax planning & preparation; audit, review & compilation services; management advisory services; bookkeeping; and accounting. her unique niche is in working with homeowners’ associations and condominium trusts, advising with rental real estate, and providing outsourced financial consulting for mid-sized companies. she is more entrepreneurial than most accountants, and offers the best of both worlds - providing the services of a larger firm while retaining the ability to connect with her clients on a personal level.",0
"in 1988 he founded his own accounting firm, arthur dedominicis cpa, accountant & consultants. he sits on several boards including the dutchess county regional chamber of commerce, the dutchess county workforce investment board and the dutchess county economic development corporation. mr. dedominicis graduated from ithaca college with a bachelor’s of science in accounting and received his license in public accounting from the university of the state of new york.",1
john graduated florida international university with a b.b.a. in accounting and masters in taxation in 1986 and 1995 respectively. john spent his formative years in accounting with deloitte &touche legacy touche ross before starting his own practice.,1
"in 1989 she accepted an international position with kpmg paris, in france. in 2000 she moved to new york city as tax manager with ernst and young, where she managed major expatriate engagements such as pfizer. upon her move back to france, she co-founded mg partners paris. visit the website at mgpartnersparis.com/",0
"jack also serves on the board of directors of “pet pals of reno” (an animal rescue group). he was nominated for the sears-roebuck foundation for teaching excellence and campus leadership award at john f. kennedy university in 1990. additionally, jack received the golden apple award in 1996 at golden gate university and was selected in the “who’s who among america’s teachers” in 1998, 2002, 2005. jack’s professional career spans over 40 years and is comprised of public accounting with major firms, private industries, private tax practices and academia. jack holds a b.a. in accounting and an m.b.a. in taxation from pace university.",1
"he then pursued a career in industry and commerce, covering positions as diverse as finance manager, financial controller, divisional finance director, and finance director and group company secretary. this has been in a range of industries including shipping, freight forwarding, agencies, logistics, warehousing, food processing and food manufacturing.",1
he has over eight years’ experience in graduate school financial management in the region with a passion for using education to empower the people of africa.,1
"kathy has a masters degree in accounting from utsa, and she has owned her own practice since 2001. as an army brat growing up, kathy learned to love traveling and seeing new places and meeting new people. she also enjoys volunteering, and currently serves on 3 other boards, most recently joining the pto as treasurer at keystone where her 2 children attend. her husband mark is a teacher, and they have been married for 27 wonderful years.",0
"he has never seen the sea, or walked on the sands of a beach. only through his sister, who went to djibouti once, does he know “how beautiful it is!” but he lacks nothing in ambition, and changes employers every two years to move on to something better. in the past eight years, tilahun's income has multiplied five-fold. he still lives at home with his mother in order to save money. read more from world crunch.com »",1
"zhou obtained his degree of m.b.a. in accountancy and the degree of m.a. in economics. delong zhou have had twenty years' experience in both public and private accounting areas and experience in serving small business and individual clients. delong zhou cpa is a sole proprietor, and will provide friendly, responsive, affordable professional tax and accounting services to every client.",1
"he qualified in london with accounting firm deloitte and spent 16 years with them, including 5 years as a partner. john was sponsored to australia by coopers and lybrand (now pwc) where he spent six years before becoming general manager and then ceo of law firm jackson mcdonald, a role he retired from in august 2013. john is a professional director and runs his own management consultancy firm. he is a graduate of the aicd company director’s course (gaicd) and a member of the securities institute, finsia.",1
