hard_text,profession,gender
"She has specialized in tax advisory in the Corporate Tax group at one of the largest international accounting firms, with key clients in the Entertainment & Media, Technology, and Communications industries. During her years in public accounting, Hai Yan also gained extensive experience in audit and advisory services. Since then, she has held various management roles and obtained in-depth knowledge in financial reporting, internal audit, and corporate finance during her years in industry.",accountant,Female
"He is the owner and founder of Ohio CFO, LLC and is fully CPA certified. His priorities in life, however, are on health and fitness. He believes that life should be about being health and enjoying things, which is what builds resilience. While he has a tremendous directory of clients within his business for whom he prepares account statements and more, therefore, George S. Ammar always tries to offer them advice and tips on healthy living as well. This is because, above all else, he believes living a healthy lifestyle is actually surprisingly easy.",accountant,Male
"He has audit and accounting responsibilities for numerous commercial, ERISA and non-profit clients. His input in strategic planning, growth strategies, and expansion preparation has been critical to the proper governance and strategic growth of Bernie’s Book Bank.",accountant,Male
"Before that he worked with the Tanzania Chamber of Commerce, Industry and Agriculture and later with Total Tanzania Limited. He joined the TCME in July 2016 after serving as CEO of Resolute (Tanzania) Limited for two years. With Resolute, he",accountant,Male
"He has been involved in the investment banking industry and stockbroking industry for the past twenty five years. Prior to that, he was with KPMG, Chartered Accountants in Sydney. He is a member of the Australian Institute of Company Directors and is a member of the Audit Committee and Remuneration Committee. Appointed to the Board on 8 May 2000.",accountant,Male
"Sylvia thrives in an environment where she can drive change to achieve operational efficiencies as well as strengthen financial internal controls. Possessing an outgoing and enthusiastic personality and armed with best practices from product manufacturers such as Pfizer, Sony, and Universal Music, Sylvia has managed cross-functional teams and successfully implemented accounting practices and business process improvements that are feasible and effective, tailored to each unique business.",accountant,Female
"His practice is primarily related to Government Contract and construction accounting. While establishing his accounting practice, he was a full time assistant professor of accounting at Rutgers University. Prior to starting his practice, he was an auditor for the Defense Contract Audit Agency (DCAA), a Federal Government agency. During that time he was also an Instructor of accounting at Morris County and Bergen County Colleges. Agresto received his bachelor and master's degrees from Seton Hall University. He is accepted as an expert in the following judicial fora:",accountant,Male
"He has been with the firm for three years and has experience working on audits of private companies, employee benefit plans and not-for-profit organizations. Mike also has more than five years experience preparing federal, state, and local individual income tax returns. Mike received his Bachelor of Science degree in Accounting with honors from Villanova University. He has been a Certified Public Accountant in Pennsylvania since 2008. Mike is also a member of the Pennsylvania Institute of Certified Public Accountants.",accountant,Male
"After graduating in accounting from Brigham Young University, he worked for five years in Switzerland in both public and private accounting with several large international firms. Upon returning to his native Colorado, Brent found his niche working for smaller businesses in head finance and accounting positions where he could have a direct impact on an organization’s success. His extensive background includes working with companies in the service, manufacturing, healthcare and banking industries.",accountant,Male
"Plaintiffs assert that Anton's employment ceased in late 2004 or early 2005 and that he has served as an outside accounting consultant since that time. Defendants point out, however, that Barazi and Anton signed state liquor-license applications after 2005 and that the state liquor-license applications name Anton as a manager, managing officer, or managing agent.",accountant,Male
"He is Founder of Buy Rite Office Furniture and Restaurant Equipment, C.F.L. Custom Financing and Leasing Corporation, AMS Aviation Maintenance and Support Corporation, Winnipeg Blueprinting Company, Homes & Land Realty Corporation and Realty Zone of America Corporation. He is a Director on the Board of Directors for several corporations including Canadian Cooperative Implements Ltd., Superior Bus Manufacturing Ltd., Mediation Services and Manitoba Forward.",accountant,Male
"Prior to joining Centre Lane, Ms. Shapiro was a senior auditor at Deloitte focusing on financial services with a concentration in private equity. Ms. Shapiro graduated from Rutgers University with a Bachelor of Science in Accounting.",accountant,Female
"His responsibilities include accounts payable, accounts receivable, monthly reconciliations, data entry, assisting with quarterly and year-end reports, and assisting with budgeting and variance analysis.",accountant,Male
"Having commenced his career with the Unilever group under the ex-Vice Chairman of Unilever Worldwide, he moved on to consulted with affiliates of Spicer & Pegler and Price Waterhouse Coopers.",accountant,Male
Mrs. Ferguson is responsible for the day-to-day oversight of various municipal and school audit engagements throughout Bergen and Passaic Counties. Mrs. Ferguson received a Bachelor of Science Degree from Western Michigan University.,accountant,Female
"The firm was established in Massachusetts in 1979. They employ 7 people. Mr. Michael J. Cicoria is the Owner, and any questions or problems should be directed to his attention. This firm holds Massachusetts Board of Public Accountancy Certified Public Accountant License #5256.",accountant,Male
"The more the New York City-based planner looks at the new retirement product, the more she thinks CPAs are missing out on a potentially lucrative market.",accountant,Female
"Adam is a graduate of Illinois State University. He specializes in supporting the endeavors of investment banking firms in connection with debt restructuring transactions for public entities. Provides income tax services for individuals and corporations, QuickBooks and mybackoffice...",accountant,Male
Narine joined Syunik-Development NGO in the end of 2013. Her previous work included assistant accountant of Yeghegnadzor Gitelik University. Narine has a bachelor's degree in Economic and is currently pursuing her master degree at Yerevan Haybusak University.,accountant,Female
She now works in educating future accountants and dabbles with a side gig in photography. She squeezes this in between chasing her three small children around and keeping her marriage alive and well. The little blog that started out nearly four years ago as a means for her Mom to see her kids has turned into another part-time career in the land of the Internet.,accountant,Female
"He has operated his own Accounting practice for over 35 years. He also has an outstanding record of leadership and achievement in his corporate experience, having been Chief Financial Officer and Controller of publicly traded and privately held companies. He has experience in eight distinct industries, as well as, ""Big 4"" public accounting experience. He obtained his Bachelors of Science Degree in Accounting from LaSalle University.",accountant,Male
Before founding Control Capability he spent 25 years in the oil and gas industry working for international operating companies in senior group and operational finance roles. He has spent extensive time overseas in Africa and Asia as well as in the North Sea and European HQs.,accountant,Male
"He is a Management Consultant specializing in the Accounting and the Operations of the Manufacturing and the Processing Industries. He is a Board Member and the Treasurer of Islamic Foundation of Villa Park, IL.",accountant,Male
"His experience also extends to managing and advising a number of clients in relation to their company secretarial requirements. Mr Mucciacciaro advised clients across a range of industries including energy and resources. His work, including two major Western Australian Government contracts, has enabled him to travel throughout Western Australia and internationally. He joined Grant Thornton in 2008 and, prior to that, was director of BDO and Horwath.",accountant,Male
"Yash has previously served as finance Director for Waybridge Financial Group PLC, Reliance Trade Corp PLC, Agri Trade, Aburi Capital and has extensive experience in banking, operations and budgeting.",accountant,Male
"She also specializes in Long Term Care Insurance and has a tax/financial planning/LTC insurance practice in Houston, Texas. She can be reached at 281-486-7358 or DHalloway@aol.com",accountant,Female
"He endeavors brilliantly at imparting useful information and insights on accounting and its application in the present day. For instance: feed on side business taxes, disputing an audit, and non-cash income among others. To know more please go through this one of the best accounting blog now.",accountant,Male
She obtained her Bachelor of Science degree in Accounting from the Ogun State University in 1995. She is an associate member of the Institute of Chattered Accountant of Nigeria (ICAN).,accountant,Female
"Tyra, CPA, PLLC; a firm that specializes in providing advisory services and business process outsourcing to startups, entrepreneurs and small businesses nationwide. He is a regular contributor to Bitcoin Magazine, where he writes about tax, accounting and regulatory issues affecting individuals and firms using Bitcoin as a payment medium and store of wealth.",accountant,Male
"Since 1991 he has provided independent financial management support to small and medium sized businesses in a variety of different fields, including the charitable sector, the travel industry and both retail and manufacturing sectors. He has been involved with Child Bereavement UK since its beginning in 1994, initially in a purely professional capacity, then, in 2002, joining the Board as a Trustee for 12 years, including 2 years as Acting Chairman, and acting as Company Secretary. Since formally retiring from the Board in 2014, Mark continued his involvement with the Charity both as Company Secretary and as a seconded Board member, re-joining as a full Trustee in May 2018.",accountant,Male
"An entrepreneur who owns and runs an art leasing company, Rachel also volunteers at Bonnie Lee Farm as Board Treasurer and Chair of their Foundation. Her interests include collecting art, golfing, and singing in the choir at Saint Mary’s Basilica. An avid gardener, she is a member of the Atlantic Rhododendron and Horticultural Society. With all this going on, Rachel and her husband, Donald Mitchell (Professor Emeritus at Dal), are regular concert-goers. They have been loyal symphony supporters and subscribers for over ten years.",accountant,Female
"She is a founding Board Member for Dress for Success, and served as a former board member of YMCA of Southern Nevada and as a United Way Women's Leadership Council General Member. She is a member of the American Institute of Certified Public Accountants, a graduate of Arizona State University's School of Business and Honors College, and has held the Certified Information Systems Auditor designation.",accountant,Female
"Allen Stambaugh has experience as an auditor of large and small businesses. He also has experience preparing tax returns for both individuals and businesses. Currently, Allen Stambaugh focuses on tax preparation and accounting for businesses and individuals.",accountant,Male
He has been a member of Chesser Financial since 2000 and has more than 30 years’ experience in public and private retirement planning. Bryan is the former CFO of the State University Retirement System (SURS) and a recognized educator/speaker with the Wealth and Wisdom Institute. He is also author of “Confessions of a CPA” and co-author of “Dental Wealth” and “Life Science.”,accountant,Male
"A mother to a 2 year old bubbly toddler who keeps her on her toes . A bibliophile and avid blogger, she writes about parenting, women at work, relationships, short stories and micro fiction of late. She is passionate about her career and aspire to reach heights.Read her winning post here.",accountant,Female
"Prior to joining Davies & Monahan, P.C., she was a tax manager at PricewaterhouseCoopers and a member of the tax department at Grant Thornton. She holds a Master of Science in Taxation from Bentley College and a Bachelor of Science in Management from the University of Massachusetts. Kelly is a member of the American Institute of Certified Public Accountants and the Massachusetts Society of Certified Public Accountants.",accountant,Female
"After graduating from the University of Toledo in 1979, Jennifer worked for several CPA firms in different states, moving with a husband in the military. Jennifer also has a diverse background in private accounting, from her experience as a controller in different industries. Jennifer's unique background combining tax, accounting and management has made her a valuable member of the firm. She primarily handles tax representation cases and has been very successful in settling federal, state and local tax liabilities. Jennifer and the Mockensturm, Ltd tax resolution staff believe in handling each case on an individual basis, applying specific, unique strategies to resolve the client's problems. What works for one client may not be the best solution for another.",accountant,Female
"He recalled visiting Israel from the United States in the summer of 2001, at the height of the Second Intifada, and being cooped up with his children in his parents’ home because they felt like they couldn’t go out to restaurants or cafes. He returned with his family to New York on September 10, 2001, just a day before the World Trade Center attack. After 9/11, New Yorkers also launched campaigns to help out downtown restaurants and bars, which were struggling to attract customers in the aftermath of the terror attacks and amid concerns about air quality in downtown Manhattan.",accountant,Male
"Working with different-sized financial institutions, Traci has developed an understanding of how successful financial institutions operate and focuses on building relationships with multiple levels of executive management and staff. With her clients exclusively in one industry, Traci is able to focus her energies, professional education, and skills for the direct benefit of her clientele. Her expertise gives a value-added feature to become a “resource” beyond the accounting and tax compliance needs of her clients.",accountant,Female
She has financial expertise and lived experience as a foster parent. Sue and her husband Jim have fostered 8 children and developed a successful trauma informed approach to parenting some very troubled young people. Sue and Jim's children have developed into settled and happy individuals. Sue uses what she and Jim have learned over the years to train other adopters and foster parents. This knowledge and expertise fits very well with WAVE's current work on Adverse Childhood Experiences. The Board are very happy to welcome Sue to the team.,accountant,Female
"He works with SBI Capital Markets Ltd since 2010. His day job involves debt syndication, debt resolution of stressed companies, structured finance as well as mergers and acquisition. He holds the position of Asst Vice President in the organization. His previous work experience includes working for valuation company to do business valuation and working with one of te Big4 firms in taxation.",accountant,Male
"He was recently named CFO of Grant Thornton LLP, based in Chicago. It is a new position at the accounting firm. Reed will continue in the position of national director of finance.",accountant,Male
"His business clients have been able to save on their taxes by using his expertise and tax strategies to take advantage of potential savings. And, if necessary, he is always ready to represent clients before the IRS and other taxing authorities should a problem arise.",accountant,Male
"He was national president of the Tax Institute in 2014 and is the co-author of two books: Death and Taxes and Drafting Trusts and Will Trusts in Australia, both published by Thomson Reuters. Recent examples of advice he has provided are amending trust deeds, the tax consequences of financing infrastructure projects and the application of Part IVA. He has acted for clients in relation to applications to remove a trustee, applications for freezing orders and in professional liability and contractual disputes concerning GST and income tax liabilities. The cases in which he has appeared include the following:",accountant,Male
"He spent his early years in management accounts roles rather than in practice, which allows him to bring a hands-on, practical perspective to his clients' requirements.",accountant,Male
"He really hates a certain term. CLICK to download this CannaRant PRESENTED BY Canna Rant is the Op-Ed section of Northwest Cannacast, and the opinions expressed don’t necessarily reflect the views of …",accountant,Male
"He has served individuals, businesses, and organizations in Vallejo and the surrounding communities of Solano County for more than a decade. Customers have credited Papish for offering competitive prices and for being able to implement minimization strategies that result in additional tax savings. He received the Best of 2016 Award in the Times-Herald’s readers’ choice competition, and he holds active memberships with the American Institute of Certified Public Accountants and California Society of CPAs. Additional services include fund accounting, bookkeeping, and internal controls for nonprofits.",accountant,Male
"He is currently chief financial officer of Ellipses Pharma, a London-based biotech firm focused exclusively on the development of innovative cancer treatments.",accountant,Male
"In her non-​work time, she likes to walk for fitness, spend time with her family (including her 91-​year old mother) and support her kids and their sports teams. She and her husband, Rick adopted two children from Guatemala, and they are both busy teenagers. During the ten years that she has attended Latin American Heritage Camp, she has acted as , Marie has volunteered as auction coordinator, director and high school programming coordinator. She loves seeing how happy her kids are with the friends that they have made at camp. Attending camp has helped both of her kids as they gain maturity and find their identities. Working on the HCAF board will allow Marie to give back to this organization in another capacity and she is excited to take on the challenge.",accountant,Female
"She has over 40 years of experience in Accounting and Finance. Ms. Baker is primarily responsible for maintaining the accuracy of both owner and tenant accounts. She strives to build trust and long-term relationships with clients by ensuring that quality and service exceed customer expectations. Prior to joining the company, Ms. Baker worked as an Accountant and Accounting Manager for many years in HOA Property Management.",accountant,Female
"She was seriously ill, her sinusitis developed into asthma, before starting cultivation. Her husband suggested her to do some exercises in the park, so she learned Falun Gong in Pandan Perdana Park.",accountant,Female
"Based in Edinburgh, he is better known as the pseudonymous blogger, Bishop Hill – self-described as “the dissentient afflicted with the malady of thought”.",accountant,Male
He has also earned the designation of Certified Florida Sales and Use Tax Auditor for the Florida Department of Revenue. Hershkowitz is the president and managing partner of the public accounting firm of Hershkowitz & Kunitzer.,accountant,Male
"Mr. Farrahar was the first Chief Financial Officer of the Company from its inception in 2013 through its initial public offering. He remained with the Company as its Secretary, only, from January 2015 until August 16, 2017, when he agreed to resume the CFO role. Mr. Farrahar currently serves as Chief Financial Officer for several small private biotech companies in the research and development stage. In 2013, he joined a private governmental assistance startup as its CFO and Director of Human Resources, helping with the sale of that company to a private entity in 2011 after it had grown to a multi-state operation with over 400 employees. In the late 1990’s, he was CFO of Credit Depot Corp. (a Nasdaq listed entity).",accountant,Male
"She was an assurance Partner at PWC until 2011, specialising in government and the broader public sector, including wide experience of internal audit. She was also Chair of the Internal Audit Standards Advisory Board (IASAB), as well as being the independent financial expert for the Department of Education. She is the Chair of the NAO’s Audit Committee since December 2016.",accountant,Female
"He has held several senior management positions including Chief Executive Officer at Al-Meezan Investment Bank Limited, General Manager at Pakistan Kuwait Investment Company, Manager Finance and Operation at Abu Dhabi Investment Company and Senior Business Analyst at Exxon Chemical (Pakistan) Ltd.",accountant,Male
"Duckworth specializes in audits for the construction, financial, health care and manufacturing sectors as well as for employee benefit plans and governments. She is a member of the Colorado Society of Certified Public Accountants and American Institute of Certified Public Accountants. For more information about Dalby,Wendland & Co., call 243-1921 or visit the website at www.DalbyCPA.com. Recent Post: Benefits of audits can exceed the costs",accountant,Female
"He is an expert in Valuation and Corporate Finance services. Keith joined KPMG in 2001 and worked for three years in the Industrial Markets audit practice prior to joining the Valuations and Corporate Finance group in 2004, and earned a Queen’s MBA in 2008. He provides advisory services to a number of public and private sector clients including SEC, IFRS and Canadian listed public companies operating in a wide range of industries including mining, forestry, oil & gas services, technology, real-estate, consumer (restaurants, apparel, distribution), private equity and financial institutions. He is a member of the Association for Corporate Growth (ACG) and is a Chartered Business Valuator, and currently sits on the Board of the Canadian Institute of Chartered Business Valuators.",accountant,Male
"She has worked mainly in media but started her career in public sector audit, specialising in charities and education. Anna attended Gumley House Convent and The Cardinal Vaughan Memorial Schools before studing History at Durham University. She is very excited about being given the opportunity to work in a school that means so much to her personally. Anna's expertise and experience will be vital in developing the College as it expands over the coming years.",accountant,Female
"Phillip is also a Solicitor and Barrister with diverse experience in many areas of law including Taxation, Commercial and Family law. Phillip provides a unique view of organisations from a legal and accounting framework. Highly regarded by clients for his attention to detail, proactive approach and broad-based knowledge, Phillip is a talented and proficient business adviser and consultant.",accountant,Male
She earned her BS Degree in Accounting from National Taiwan University and her MS and MA Degrees from the University of Texas at Dallas. She has worked for Texas Instruments (TI) since 1981 where she promotes American products internationally as a Marketing Manager. Representative Chen Button has served in the Texas House of Representatives since 2009.,accountant,Female
"Robbie holds an MBA from Thompson Rivers University and is a CPA, CA. He has lived in Kamloops for the past eighteen years and joined the Board in 2015.",accountant,Male
"He graduated from Marshall University with a bachelor’s degree in business administration in 1970. Holley completed postgraduate studies at Marshall, West Virginia University and the University of Charleston. In addition to serving as chair emeritus of the West Virginia Employer Support of the Guard and Reserve, he is a current member of the IRS Taxpayer Advocacy Panel and a member of the Lewis College of Business Advisory Board.",accountant,Male
"He has a Bachelor of Arts degree from the University of Victoria and became a member of the Institute of Chartered Accountants of British Columbia in 2012. In his spare time Todd enjoys travelling, skiing, and golfing. Brian Stephenson",accountant,Male
"As a member of the firm’s Business Advisory team, she is responsible for a varied client list which comprises Limited companies, partnerships, sole traders and charities across a range of sectors.",accountant,Female
"He is a Fellow of the Institute of Chartered Accountants of Nigeria (FCA), (ICAN and Associate institute of Chartered Accountants of Nigeria-ACA (ICAN).",accountant,Male
His 18 years of practical experience includes 10 years within the Chartered Accounting Profession with a further 8 years within the financial services industry.,accountant,Male
"He has worked in London, Singapore, New York and Sydney, advising small businesses and large corporate clients. He has extensive experience in the Pension Sector as auditor and advisor to Defined Benefit, Defined Contribution and Hybrid Schemes (UK and Internationally). Find Carl on Twitter @CarlDumbrell .",accountant,Male
"She joined the HSOP staff on February 23, 2017. As accountant, she prepares and reviews expense vouchers, invoices, purchase requisitions or other transactions in compliance with approved budgets and University/ Department procedures. She determines proper handling of financial transactions in according with GAAP and approves within designated limits, policies or contract, and prepares budget reports, department allocation reports, inventory reports or other specialize reports or other specialized reports or analysis on a regular or ad hoc basis.",accountant,Female
"Jewell A. Williams has been issued a Mississippi license. All CPAs, including Jewell A. Williams, have at the minimum an undergraduate degree in accounting, passed a rigorous national exam and adhere to mandated continuing education requirements of their states in which they are licensed. CPAs can work in private industry, education or government but most people think of CPAs during tax season as the experts in tax preparation. Their overall training in business and knowledge in principles of general law and taxation provide CPAs with the skills to help individuals with both personal and business financial decisions.",accountant,Female
"Mr Matic is a director of a chartered accounting firm and a corporate advisory company based in West Perth and has specialist exposure in areas of audit, corporate services, due diligence, mergers and acquisitions and valuations. Mr Matic is currently a director of several ASX listed companies including Valmec Limited, East Energy Resources Ltd, Celsius Coal Limited, and Argosy Minerals Limited.",accountant,Male
Catherine is a partner in a leading firm of Chartered Accountants headquartered in London specialising in the provision of audit and advisory services to charities and educational institutions. She has always had an interest in education and spent a year teaching English as a foreign language after university. More recently she has been involved in the Tower Hamlets Reading Partner scheme. Catherine was appointed Chair of the Audit Committee in 2016.,accountant,Female
He is Deputy of Economy Planning and developing in EIKO. He has been executive board member of Tadbir Economic Development Group and CEO of Barkat Foundation.,accountant,Male
Mr. Andringa offers electronic filing as well as accounting and bookkeeping. Mr. Andringa caters to small business and individuals in the Chicagoland area.,accountant,Male
"She has experience with a multitude of ownership structures, including pension funds, REITs, joint ventures, LLCs, partnerships and corporations and is familiar with the accounting systems and reports generated by nearly every major brand. Celeste offers expertise in the areas of balance sheet review, audit oversight, contract and loan compliance, working capital and creative cost savings/risk mitigation strategies. She actively has participated in hotel refinancing efforts for multiple portfolios and is experienced in property transactions, including accounting related due diligence, financial statement reconciliation and review of pro-rations.",accountant,Female
"He received his bachelor’s degree in economics from the University Of California-San Diego. He also completed UCSD’s extension accounting program as part of the prep work for attaining a CPA. Hungerford followed these accomplishments with the passage of the CPA and the California Real Estate Broker exams. His experience includes work in revenue forecasting at Premier, Inc., and public accounting from Millimaki Eggert, LLP. Primary services include but are not limited to tax management, accounting/compilation, estate and trust planning, and QuickBooks setup and training.",accountant,Male
"Michael and his staff of Certified Public Accountants, Certified Management Accountants, Certified Internal Auditors, and Enrolled Agents provide accounting, taxation, advisory, audit and attestation services for both individual and business clients. Visit http://www.michaelonggonzales.com/ to learn more.",accountant,Male
"She and other staff raid the office supply cabinet for office supplies to take home to use. In addition to the standard paper, pens, paper clips, and ...",accountant,Female
"Kundan left his position of Accounting and Finance Manager at the National Insurance Corporation of Nepal in order to experience Consciousness-BasedSM education. Kundan received his B.A. in Business Administration from Tribhuvan University, Nepal in 1997. He worked in accounting and auditing positions at several accounting firms in India while preparing for his Chartered Accountant exam, the equivalent of a CPA in the U.S. After receiving his certification, he returned to Nepal to head the internal auditing and accounting department of the largest insurance corporation in the country. At the same time, he became a Chartered Accountant in Nepal as well.",accountant,Male
"In 1988 Mrs. Howard migrated to New York from Jamaica, West Indies where she worked at Mitchell Titus and Co., CPAs and later Buchbinder Tunick & Co., CPAs. It was there that her journey into nonprofit accounting began. In 1994 she was the Controller/ Director of Finance and Administration at a Long Island, New York nonprofit agency. She became directly involved in the management of the agency that served homeless, underprivileged individuals and worked with individuals with the HIV/AIDS virus. After seven years of service in the Long Island community, Mrs. Howard relocated with her family to Wellington, Florida. She worked at the Lighthouse for the Blind as the Chief Financial Officer until March 2006 when she joined the staff at Comprehensive AIDS Program as Chief Financial Officer.",accountant,Female
"Mr. Gagnon has also served in the National Guard for nearly 18 years as a field artillery officer and more recently as a military police officer. He has been deployed many times since September 11, 2001 in support of Homeland Security Missions.",accountant,Male
"She received her degree in Law from the University of Marino Galvez also located in Guatemala. In addition, she received a LLM Degree from the University of Panama in Guatemala.",accountant,Female
"Mr. Klein obtained his Bachelor of Commerce degree and a graduate diploma in public accounting from McGill University. Since 1993, in various capacities, Mr. Klein has served at Farber Financial Group, Klein Farber Corporate Finance Inc., Klein Valuation Services Inc., and is currently the Managing Director and Partner at these firms. Mr. Klein's accomplishments at these firms include the execution and closing of numerous acquisition, divestiture, financing, business valuation and strategy assignments for private and public companies as well as several utilities.",accountant,Male
"Additionally, he is adjunct faculty at both Petrocelli and Silberman colleges at Fairleigh Dickinson University, and serves as the VP of communications for the Bergen-Rockland-Meadowlands chapter of the Institute of Management Accountants. He maintains a daily blog @ ssteinsmith.com.",accountant,Male
"She has been an accountant for over 15 years. Her clients include small businesses, individuals and not-for-profit organizations. She provides a variety of services, including, but not limited to, Business consulting, Bookkeeping, tax preparation and...",accountant,Female
"As one of the firm's owners, she manages the tax department and is Vice President of Marketing. She has extensive business and tax experience in numerous fields including non-profits, manufacturing, retail, construction, service organization and academic teaching. In her role with the firm, she works with individuals, businesses and non-profits to help them understand the tax law and take full advantage of tax deductions and credits. As a former college professor, Ann enjoys speaking to groups to educate others on tax law and strategies. She is a graduate of Averett University located in Danville, VA and attended the Radford University College of Business and Economics in Radford, VA. She currently lives in Matthews, NC with her husband, children and a 95 pound Golden Retriever.",accountant,Female
She is a member of the Video Tax News editorial board and is a co-writer and presenter of the Video Tax News National Personal Tax and Corporate Tax update courses.,accountant,Female
"Mark additionally continues the Dynamics GP focused web site DynamicAccounting.net. He speaks and writes continually about ERP related subject matters. Mark has been a controller and CFO for a division of a publicly traded enterprise and he has labored as a specialist enforcing ERP solutions. Mark holds extra certifications including certified suggestions know-how knowledgeable (CITP), certified in financial Forensics (CFF) , Chartered world administration Accountant (CGMA). Dynamics Credentialed expert for Dynamics GP 2015 (Core install and Core Financials), Xero licensed. He holds a bachelor's degree in accounting from the institution of significant Florida and an MBA from Rollins school. Mark lives together with his family unit in Florida.",accountant,Male
"She has over 10 years experience in Finance. Jennifer is responsible for General ledger entries & maintenance, reporting & analysis for multiple business lines, and preparing financial statements. She will also assist with Payroll and Account Payables & Receivables for Mission.",accountant,Female
"Having secured 490 points in the Leaving Certificate, she went on to do a BA in Accounting and Finance in DCU. She got an honour degree, which secured her a place on the MBS in Accountancy in DCU, and together with her degree entitled her to exemptions from part 1 and 2 and 3 of the professional Chartered Accountancy exams. She completed her 3 year training contract with Deloitte and now specialises in the area of Tax. Go to Interview",accountant,Female
"Growing up in a military family, Lisha has lived all over the United States and now resides in Plano, TX, where she and her husband share their home with three dogs. She enjoys being the mother of …",accountant,Female
"He co-founded Internet Accountants Ltd, which uses Sage One products to provide online accountancy and tax services to small businesses. He offers a wide range of business advice and technology news on his blog Cannon Moorcroft.",accountant,Male
"After learning to cook from her parents and Grandma, Jacqueline continued the tradition because it was a great way to spend time with her family. She is inspired by the ones she loves and refuses to be bored with the food she is eating. Creating new dishes every day, Jacqueline’s go-to cooking music is anything by Andy McKee and her favourite cooking utensil is a spatula. While in the MASTERCHEF CANADA kitchen, Jacqueline hopes to become a better cook and is looking forward to making lifelong friendships with people that love food as much as she does.",accountant,Female
"He currently serves as the Chief Financial Officer of Sanford Limited (an NZX listed company), NZ’s largest integrated seafood company where he is responsible for all financial aspects of the company including financial management and reporting, legal, risk, treasury and information technology. A commercially focused CFO with extensive experience in business transformation, Clement has a diverse background having worked in FMCG, timber, forestry and service industries for companies like Griffin’s Foods Limited as CFO and various senior financial management roles in Carter Holt Harvey and Fletcher Challenge Forests.",accountant,Male
"Mark received his B.A. in Accounting from Augustana College. Mark is a member of the AICPA, the Illinois CPA Society, the Augustana Accounting Advisory Board and serves on the Board of several other profit and nonprofit organizations.",accountant,Male
"He has been Respondent Macey's accountant since 1996. (Tr. 405-406). He knows Respondent Aleman more casually, through his relationship with Respondent Macey and his business. Respondent Macey has a reputation for being very honest and of the highest integrity. Respondent Aleman's reputation is the same. (Tr. 407-408).",accountant,Male
"He likes numbers, and will remember 300 for quite a while. That’s score of the perfect game he bowled Thursday night at the Texa-Tonka lanes in St. Louis Park.",accountant,Male
"Mr Gilbert handles tax compliance and superannuation funds for a large number of clients, and also manages the business development and communication activities at Fortuna Advisory Group. Prior to joining Fortuna, Mr Gilbert worked with the Steel Authority of India (Government of India) as PR manager and handled branding & advertisements, publications, audio-visual communication and media relations. He holds a Masters in Accounting, Post Graduate Diploma in Radio & TV Journalism, and had a stint as a broadcast assistant with BBC World Services.",accountant,Male
"In 2009, after working with businesses of all sizes, she decided to launch her own accounting practice , focusing primarily on the accounting, tax and financial needs of small business owners, startups and self employed individuals, which is where she felt she could provide the most value.",accountant,Female
Her major acheivements include: Becoming Finance Director of a £70m business in Leeds at the age of 33 Managing a £14m cost reduction programme Implementing Customer Value Management programme which revolutionised the way the company sold their products and spent their money […],accountant,Female
"His experience ranges from advising on and facilitating restructuring and turnaround strategies, to the re-engineering of entire businesses. Mr Sherman is the national managing partner of Ferrier Hodgson based in Sydney. He practices in the area of financial and operational restructuring, and provides professional advice to financiers and lending syndicates as well as company boards and executives. He has a Bachelor of Commerce from the University of NSW, is a Fellow of the Institute of Chartered Accountants, a member of the Australian Institute of Company Directors and the Australian Restructuring and Turnaround Association.",accountant,Male
"Additionally, Scott is a Certified Valuation Analyst (CVA), a credential for CPA’s with extensive training and experience in valuation of privately held businesses. He serves as an Expert Witness in Business Valuation for Divorce and he is experienced in valuation standards for Texas Family Law. Scott and his wife have lived in the Austin area since 1990 and they have five children. Core Values",accountant,Male
"He is really fixing up a chalet, where he intends to move in with Lise, who he has loved since childhood. However, Lise is just married to another and has a child, but this does not stop the warped and depressed David from pursuing his dream, which is motivated by a deep-seeted feeling of sexual inadequacy.",accountant,Male
"He currently works at University Hospitals Birmingham NHS Foundation Trust where he is the finance lead for the acquisition of Heart of England NHS Trust. Prior to that, he was Director of Strategy and Planning. Steve has significant experience of working as a member of a Board holding corporate responsibilities, being held to account, and challenging others. Among his other roles, he was also regional head of specialised commissioning for NHS England.",accountant,Male
"Unbeknownst to him, the office space he has rented used to belong to a private investigator, and sure enough some clients start to turn up who are not looking for help with their taxes, but with various criminal cases. And Barker more often than not finds some of his accountancy skills quite useful in uncovering the truth…",accountant,Male
"Ng joined CBIGG in January 2012 as a CFO with more than 15 years of experience in accounting, finance internal audit and external audit. Prior to joining CBIGG, Frankie was a senior audit manager of an international accounting firm and has extensive experience in providing audit services to listed and private entities in Hong Kong, the People’s Republic of China and United Kingdom. Ng has dealt with a wide range of companies including manufacturing, agricultural products, international trading, construction, gaming and leisure, as well as other services companies of various sizes. He has also been involved in transaction service assignments, including very substantial acquisitions and disposals by the listed companies, as well as initial public offerings in Hong Kong. Ng holds a Bachelors of Business Administration in accounting and finance from The University of Hong Kong.",accountant,Male
"He has experience, gained through a variety of roles, of being part of multi-disciplinary teams and of building good internal and external relationships. Alan is also the Chair of Good Morning Glasgow (a charity that delivers telephone befriending to older people) and was previously a trustee of the Prince and Princess of Wales Hospice.",accountant,Male
